Image_ID,class,confidence,ymin,xmin,ymax,xmax,image_path,class_id
id_6t3jc3jcbq.jpg,Trophozoite,1.0,1871,1569,1987,1691,images/id_6t3jc3jcbq.jpg,0
id_wr1bsozdoh.jpg,Trophozoite,1.0,1639,1646,1718,1744,images/id_wr1bsozdoh.jpg,0
id_ef0jw5a0zi.jpg,Trophozoite,1.0,1670,1052,1765,1195,images/id_ef0jw5a0zi.jpg,0
id_zr4uyveglu.jpg,Trophozoite,1.0,851,1765,957,1855,images/id_zr4uyveglu.jpg,0
id_ixxqgodncy.jpg,Trophozoite,1.0,92,1560,118,1590,images/id_ixxqgodncy.jpg,0
id_6qr9x3f384.jpg,Trophozoite,1.0,639,473,673,505,images/id_6qr9x3f384.jpg,0
id_wbxjec4uq4.jpg,Trophozoite,1.0,129,1035,168,1062,images/id_wbxjec4uq4.jpg,0
id_ulanlfsxbd.jpg,Trophozoite,1.0,530,371,570,415,images/id_ulanlfsxbd.jpg,0
id_a1jdwsbpyl.jpg,Trophozoite,1.0,1749,804,1884,888,images/id_a1jdwsbpyl.jpg,0
id_dg0icorzno.jpg,Trophozoite,1.0,783,560,821,594,images/id_dg0icorzno.jpg,0
id_ffc6hl3147.jpg,Trophozoite,1.0,83,361,119,393,images/id_ffc6hl3147.jpg,0
id_2gp13u7qvy.jpg,Trophozoite,1.0,1754,2167,1860,2267,images/id_2gp13u7qvy.jpg,0
id_re74wr6nyy.jpg,Trophozoite,1.0,96,1328,126,1358,images/id_re74wr6nyy.jpg,0
id_bu04j7jxbr.jpg,Trophozoite,1.0,426,397,473,437,images/id_bu04j7jxbr.jpg,0
id_g9j9rxm05s.jpg,Trophozoite,1.0,956,861,992,886,images/id_g9j9rxm05s.jpg,0
id_19lavqwwve.jpg,Trophozoite,1.0,85,579,119,617,images/id_19lavqwwve.jpg,0
id_r90wmxlo7g.jpg,Trophozoite,1.0,2167,3609,2257,3699,images/id_r90wmxlo7g.jpg,0
id_k31xcsf57u.jpg,Trophozoite,1.0,1847,2161,1942,2252,images/id_k31xcsf57u.jpg,0
id_3dvqhi5yc2.jpg,Trophozoite,1.0,2357,2574,2452,2680,images/id_3dvqhi5yc2.jpg,0
id_4p97xqczln.jpg,Trophozoite,1.0,575,1273,615,1311,images/id_4p97xqczln.jpg,0
id_zdg96srigj.jpg,Trophozoite,1.0,115,785,151,817,images/id_zdg96srigj.jpg,0
id_5vugns5i4r.jpg,Trophozoite,1.0,358,698,384,724,images/id_5vugns5i4r.jpg,0
id_7v191des6a.jpg,Trophozoite,1.0,2094,2165,2231,2280,images/id_7v191des6a.jpg,0
id_uin77hhkwi.jpg,Trophozoite,1.0,1771,875,1869,984,images/id_uin77hhkwi.jpg,0
id_7l5fy1nin2.jpg,Trophozoite,1.0,908,1451,942,1487,images/id_7l5fy1nin2.jpg,0
id_138trbgjle.jpg,Trophozoite,1.0,1311,1749,1422,1834,images/id_138trbgjle.jpg,0
id_glyh3dol96.jpg,Trophozoite,1.0,157,517,190,547,images/id_glyh3dol96.jpg,0
id_e5rea6wgy6.jpg,Trophozoite,1.0,134,263,174,297,images/id_e5rea6wgy6.jpg,0
id_vqxavxbgqv.jpg,Trophozoite,1.0,883,881,921,925,images/id_vqxavxbgqv.jpg,0
id_k061rd9uty.jpg,Trophozoite,1.0,229,1012,263,1040,images/id_k061rd9uty.jpg,0
id_fmofpxvw0i.jpg,Trophozoite,1.0,274,1587,306,1613,images/id_fmofpxvw0i.jpg,0
id_641yuyjn1f.jpg,Trophozoite,1.0,864,467,900,503,images/id_641yuyjn1f.jpg,0
id_sv9q2kedlr.jpg,Trophozoite,1.0,834,1010,866,1038,images/id_sv9q2kedlr.jpg,0
id_fvt1r4srx5.jpg,Trophozoite,1.0,244,1354,286,1390,images/id_fvt1r4srx5.jpg,0
id_wq2owxeg15.jpg,Trophozoite,1.0,605,1275,637,1309,images/id_wq2owxeg15.jpg,0
id_mty3c1iqq1.jpg,Trophozoite,1.0,5,1645,76,1749,images/id_mty3c1iqq1.jpg,0
id_7zzh2ff8h1.jpg,Trophozoite,1.0,280,859,316,891,images/id_7zzh2ff8h1.jpg,0
id_et3df5wqcz.jpg,Trophozoite,1.0,645,588,714,668,images/id_et3df5wqcz.jpg,0
id_f42a2gqph2.jpg,Trophozoite,1.0,271,1288,297,1314,images/id_f42a2gqph2.jpg,0
id_wd51nh9072.jpg,Trophozoite,1.0,849,825,883,857,images/id_wd51nh9072.jpg,0
id_4cotsn0obm.jpg,Trophozoite,1.0,295,1173,323,1205,images/id_4cotsn0obm.jpg,0
id_pq06urws67.jpg,Trophozoite,1.0,556,936,582,958,images/id_pq06urws67.jpg,0
id_nk6b8hdvu3.jpg,Trophozoite,1.0,190,1073,285,1179,images/id_nk6b8hdvu3.jpg,0
id_8aq7cnhtl5.jpg,Trophozoite,1.0,668,501,706,531,images/id_8aq7cnhtl5.jpg,0
id_6kxxaxsy7s.jpg,Trophozoite,1.0,870,1076,898,1112,images/id_6kxxaxsy7s.jpg,0
id_5bvosl2pau.jpg,Trophozoite,1.0,691,2344,772,2425,images/id_5bvosl2pau.jpg,0
id_v7a1nqldvn.jpg,Trophozoite,1.0,2813,1403,2918,1501,images/id_v7a1nqldvn.jpg,0
id_rjjkcsmkbh.jpg,Trophozoite,1.0,1083,2621,1236,2732,images/id_rjjkcsmkbh.jpg,0
id_6qo914wzmz.jpg,Trophozoite,1.0,823,793,861,825,images/id_6qo914wzmz.jpg,0
id_f56uxwa2ey.jpg,Trophozoite,1.0,917,885,953,917,images/id_f56uxwa2ey.jpg,0
id_6fbhkyv1rd.jpg,Trophozoite,1.0,2055,1843,2150,1927,images/id_6fbhkyv1rd.jpg,0
id_geau0p533v.jpg,Trophozoite,1.0,115,933,149,971,images/id_geau0p533v.jpg,0
id_nfscssxd2u.jpg,Trophozoite,1.0,847,1010,877,1046,images/id_nfscssxd2u.jpg,0
id_eb4ghgzugp.jpg,Trophozoite,1.0,367,284,403,320,images/id_eb4ghgzugp.jpg,0
id_wczc5k3dwj.jpg,Trophozoite,1.0,1266,666,1358,768,images/id_wczc5k3dwj.jpg,0
id_9ctex4nrc1.jpg,Trophozoite,1.0,196,2768,285,2861,images/id_9ctex4nrc1.jpg,0
id_r3qk3gs23y.jpg,Trophozoite,1.0,70,1178,100,1210,images/id_r3qk3gs23y.jpg,0
id_5bbz3srksa.jpg,Trophozoite,1.0,358,825,400,872,images/id_5bbz3srksa.jpg,0
id_0fdars2kkw.jpg,Trophozoite,1.0,706,1107,750,1149,images/id_0fdars2kkw.jpg,0
id_8og9rd87b0.jpg,Trophozoite,1.0,700,448,738,478,images/id_8og9rd87b0.jpg,0
id_4wkzpeu6or.jpg,Trophozoite,1.0,1342,481,1469,597,images/id_4wkzpeu6or.jpg,0
id_48b1s36zmc.jpg,Trophozoite,1.0,482,1351,508,1381,images/id_48b1s36zmc.jpg,0
id_yd3tmwvvgu.jpg,Trophozoite,1.0,13,1184,45,1228,images/id_yd3tmwvvgu.jpg,0
id_ugc3d0uqrm.jpg,Trophozoite,1.0,535,902,575,938,images/id_ugc3d0uqrm.jpg,0
id_2rtwh0u17x.jpg,Trophozoite,1.0,895,1453,931,1481,images/id_2rtwh0u17x.jpg,0
id_r90wmxlo7g.jpg,Trophozoite,1.0,608,2410,730,2521,images/id_r90wmxlo7g.jpg,0
id_ks4su5m3hj.jpg,Trophozoite,1.0,615,967,653,1009,images/id_ks4su5m3hj.jpg,0
id_jjl4az6opt.jpg,Trophozoite,1.0,518,629,618,714,images/id_jjl4az6opt.jpg,0
id_18zr61kc0a.jpg,Trophozoite,1.0,1691,3731,1791,3831,images/id_18zr61kc0a.jpg,0
id_k061rd9uty.jpg,Trophozoite,1.0,585,1508,627,1544,images/id_k061rd9uty.jpg,0
id_2ngng2qenk.jpg,Trophozoite,1.0,938,997,976,1031,images/id_2ngng2qenk.jpg,0
id_4y1b6jhgue.jpg,Trophozoite,1.0,1517,2124,1628,2219,images/id_4y1b6jhgue.jpg,0
id_a2myf5oy8r.jpg,Trophozoite,1.0,267,1252,295,1282,images/id_a2myf5oy8r.jpg,0
id_unbxbat1t9.jpg,Trophozoite,1.0,431,1095,459,1127,images/id_unbxbat1t9.jpg,0
id_hczakz2ht6.jpg,Trophozoite,1.0,248,645,286,679,images/id_hczakz2ht6.jpg,0
id_rmwz6ce1dd.jpg,Trophozoite,1.0,497,1670,531,1702,images/id_rmwz6ce1dd.jpg,0
id_sin11o52ho.jpg,Trophozoite,1.0,662,1283,688,1309,images/id_sin11o52ho.jpg,0
id_4p9ymf6p3s.jpg,Trophozoite,1.0,115,945,150,978,images/id_4p9ymf6p3s.jpg,0
id_ykdw2stt19.jpg,Trophozoite,1.0,1834,1332,1950,1438,images/id_ykdw2stt19.jpg,0
id_e23dyybn4a.jpg,Trophozoite,1.0,2711,2145,2817,2235,images/id_e23dyybn4a.jpg,0
id_gjkbres5x6.jpg,Trophozoite,1.0,545,870,579,912,images/id_gjkbres5x6.jpg,0
id_nl3aeas2wu.jpg,Trophozoite,1.0,2463,1400,2558,1474,images/id_nl3aeas2wu.jpg,0
id_b1z4o0mupl.jpg,Trophozoite,1.0,166,579,204,611,images/id_b1z4o0mupl.jpg,0
id_pmq1hu1e71.jpg,Trophozoite,1.0,533,899,580,946,images/id_pmq1hu1e71.jpg,0
id_7fd9tfijwa.jpg,Trophozoite,1.0,271,1226,307,1258,images/id_7fd9tfijwa.jpg,0
id_ki6qkk13sm.jpg,Trophozoite,1.0,698,1615,747,1660,images/id_ki6qkk13sm.jpg,0
id_yd3tmwvvgu.jpg,Trophozoite,1.0,726,271,751,305,images/id_yd3tmwvvgu.jpg,0
id_rdy8ijad2a.jpg,Trophozoite,1.0,89,770,129,810,images/id_rdy8ijad2a.jpg,0
id_wij48tbsif.jpg,Trophozoite,1.0,712,726,796,803,images/id_wij48tbsif.jpg,0
id_3l42ck1ho6.jpg,Trophozoite,1.0,1591,264,1713,386,images/id_3l42ck1ho6.jpg,0
id_3wnymfzd89.jpg,Trophozoite,1.0,756,1538,888,1638,images/id_3wnymfzd89.jpg,0
id_os8jopl2gg.jpg,Trophozoite,1.0,611,613,651,647,images/id_os8jopl2gg.jpg,0
id_1xpbtfb4xh.jpg,Trophozoite,1.0,21,872,51,902,images/id_1xpbtfb4xh.jpg,0
id_fe3rxq4495.jpg,Trophozoite,1.0,628,893,677,927,images/id_fe3rxq4495.jpg,0
id_20lexlrojc.jpg,Trophozoite,1.0,713,1614,745,1646,images/id_20lexlrojc.jpg,0
id_z69tezcerd.jpg,Trophozoite,1.0,115,2170,241,2279,images/id_z69tezcerd.jpg,0
id_a5y9xgbbvh.jpg,Trophozoite,1.0,1052,1416,1158,1501,images/id_a5y9xgbbvh.jpg,0
id_77yvo7djvx.jpg,Trophozoite,1.0,1104,1797,1194,1876,images/id_77yvo7djvx.jpg,0
id_p7gbkw6fac.jpg,Trophozoite,1.0,146,1373,176,1403,images/id_p7gbkw6fac.jpg,0
id_mlpsjyacxs.jpg,Trophozoite,1.0,344,532,374,564,images/id_mlpsjyacxs.jpg,0
id_is6qvm3hoj.jpg,Trophozoite,1.0,51,626,79,656,images/id_is6qvm3hoj.jpg,0
id_ta824awk8u.jpg,Trophozoite,1.0,672,776,698,806,images/id_ta824awk8u.jpg,0
id_by6e6shi2z.jpg,Trophozoite,1.0,183,1144,221,1178,images/id_by6e6shi2z.jpg,0
id_m0kwdfv3n8.jpg,Trophozoite,1.0,333,373,373,411,images/id_m0kwdfv3n8.jpg,0
id_d9km9wq3gf.jpg,Trophozoite,1.0,1242,649,1309,716,images/id_d9km9wq3gf.jpg,0
id_9eocbjfxy5.jpg,Trophozoite,1.0,1517,2082,1633,2177,images/id_9eocbjfxy5.jpg,0
id_uahbj2v0w9.jpg,Trophozoite,1.0,647,569,679,607,images/id_uahbj2v0w9.jpg,0
id_e4124p2abl.jpg,Trophozoite,1.0,235,505,265,535,images/id_e4124p2abl.jpg,0
id_rqgxzhzly1.jpg,Trophozoite,1.0,260,380,293,417,images/id_rqgxzhzly1.jpg,0
id_ypw54gpn07.jpg,Trophozoite,1.0,1805,2334,1912,2441,images/id_ypw54gpn07.jpg,0
id_p5cwsp3ed1.jpg,Trophozoite,1.0,613,1288,651,1322,images/id_p5cwsp3ed1.jpg,0
id_yw1obkicmg.jpg,Trophozoite,1.0,645,2753,751,2843,images/id_yw1obkicmg.jpg,0
id_bw1qg3osng.jpg,Trophozoite,1.0,941,375,1068,507,images/id_bw1qg3osng.jpg,0
id_57a65wb4qc.jpg,Trophozoite,1.0,358,1183,382,1207,images/id_57a65wb4qc.jpg,0
id_bu04j7jxbr.jpg,Trophozoite,1.0,757,953,804,981,images/id_bu04j7jxbr.jpg,0
id_gzxlbrjcqz.jpg,Trophozoite,1.0,180,1470,216,1506,images/id_gzxlbrjcqz.jpg,0
id_3xszhdulod.jpg,Trophozoite,1.0,590,813,635,857,images/id_3xszhdulod.jpg,0
id_q6m64eu8fz.jpg,Trophozoite,1.0,231,448,266,485,images/id_q6m64eu8fz.jpg,0
id_z7s5bijjye.jpg,Trophozoite,1.0,138,1152,174,1190,images/id_z7s5bijjye.jpg,0
id_i8qcpi8ey9.jpg,Trophozoite,1.0,640,869,673,898,images/id_i8qcpi8ey9.jpg,0
id_qx3tpu72kt.jpg,Trophozoite,1.0,1036,1807,1152,1892,images/id_qx3tpu72kt.jpg,0
id_jewa1kipr1.jpg,Trophozoite,1.0,1010,1139,1052,1177,images/id_jewa1kipr1.jpg,0
id_3t3uk40b2i.jpg,Trophozoite,1.0,265,1343,316,1383,images/id_3t3uk40b2i.jpg,0
id_138trbgjle.jpg,Trophozoite,1.0,1781,3889,1913,4000,images/id_138trbgjle.jpg,0
id_du9knnffo5.jpg,Trophozoite,1.0,1554,296,1660,412,images/id_du9knnffo5.jpg,0
id_ui292hgdmi.jpg,Trophozoite,1.0,2441,3488,2557,3583,images/id_ui292hgdmi.jpg,0
id_7tgo99b7gy.jpg,Trophozoite,1.0,967,912,997,944,images/id_7tgo99b7gy.jpg,0
id_4ff79j4gv4.jpg,Trophozoite,1.0,2522,656,2619,753,images/id_4ff79j4gv4.jpg,0
id_izmmd3tjlj.jpg,Trophozoite,1.0,1711,2295,1796,2400,images/id_izmmd3tjlj.jpg,0
id_obfhelw1kw.jpg,Trophozoite,1.0,271,1006,294,1036,images/id_obfhelw1kw.jpg,0
id_p0uyhf1k5v.jpg,Trophozoite,1.0,1239,1829,1324,1908,images/id_p0uyhf1k5v.jpg,0
id_2phbgf1x5m.jpg,Trophozoite,1.0,263,1394,299,1432,images/id_2phbgf1x5m.jpg,0
id_58rguqh8gv.jpg,Trophozoite,1.0,240,1587,274,1623,images/id_58rguqh8gv.jpg,0
id_nl5asaffj8.jpg,Trophozoite,1.0,206,855,238,889,images/id_nl5asaffj8.jpg,0
id_8daq3g3gjh.jpg,Trophozoite,1.0,541,793,577,840,images/id_8daq3g3gjh.jpg,0
id_xeuwa8b3u9.jpg,Trophozoite,1.0,469,291,509,321,images/id_xeuwa8b3u9.jpg,0
id_8aq7cnhtl5.jpg,Trophozoite,1.0,76,1294,108,1322,images/id_8aq7cnhtl5.jpg,0
id_tgpg2oujnz.jpg,Trophozoite,1.0,1622,1786,1749,1918,images/id_tgpg2oujnz.jpg,0
id_8rsxptmxkc.jpg,Trophozoite,1.0,1939,1004,2045,1094,images/id_8rsxptmxkc.jpg,0
id_jamycww4eq.jpg,Trophozoite,1.0,536,383,645,476,images/id_jamycww4eq.jpg,0
id_sv9q2kedlr.jpg,Trophozoite,1.0,168,333,206,361,images/id_sv9q2kedlr.jpg,0
id_nw02fw99a0.jpg,Trophozoite,1.0,282,1636,321,1684,images/id_nw02fw99a0.jpg,0
id_uc2asw08il.jpg,Trophozoite,1.0,1427,2071,1533,2161,images/id_uc2asw08il.jpg,0
id_iutwh8bfqo.jpg,Trophozoite,1.0,978,1296,1004,1322,images/id_iutwh8bfqo.jpg,0
id_48165276os.jpg,Trophozoite,1.0,2743,3208,2822,3293,images/id_48165276os.jpg,0
id_1xpbtfb4xh.jpg,Trophozoite,1.0,278,1519,316,1557,images/id_1xpbtfb4xh.jpg,0
id_n9alv46e3p.jpg,Trophozoite,1.0,2755,1722,2875,1831,images/id_n9alv46e3p.jpg,0
id_jae11mzfte.jpg,Trophozoite,1.0,1534,2321,1626,2400,images/id_jae11mzfte.jpg,0
id_4hqzrht12t.jpg,Trophozoite,1.0,397,1078,429,1118,images/id_4hqzrht12t.jpg,0
id_o8l2fgsn7v.jpg,Trophozoite,1.0,405,3192,525,3329,images/id_o8l2fgsn7v.jpg,0
id_btfcsd8hls.jpg,Trophozoite,1.0,252,1345,284,1373,images/id_btfcsd8hls.jpg,0
id_zg9jc73sf7.jpg,Trophozoite,1.0,533,1695,569,1737,images/id_zg9jc73sf7.jpg,0
id_jdell00c1g.jpg,Trophozoite,1.0,383,1979,514,2105,images/id_jdell00c1g.jpg,0
id_l12dc0d0er.jpg,Trophozoite,1.0,2320,1987,2415,2072,images/id_l12dc0d0er.jpg,0
id_310rkvg7k4.jpg,Trophozoite,1.0,207,993,231,1021,images/id_310rkvg7k4.jpg,0
id_cv1oiyd7a2.jpg,Trophozoite,1.0,1389,641,1485,759,images/id_cv1oiyd7a2.jpg,0
id_cv1oiyd7a2.jpg,Trophozoite,1.0,2154,2890,2244,2997,images/id_cv1oiyd7a2.jpg,0
id_p90nleszgt.jpg,Trophozoite,1.0,692,2056,766,2141,images/id_p90nleszgt.jpg,0
id_ldsohwqw5s.jpg,Trophozoite,1.0,836,1207,866,1239,images/id_ldsohwqw5s.jpg,0
id_a22fkexa40.jpg,Trophozoite,1.0,1393,2980,1485,3051,images/id_a22fkexa40.jpg,0
id_tbop9cccoc.jpg,Trophozoite,1.0,354,864,384,900,images/id_tbop9cccoc.jpg,0
id_hp91msxiz1.jpg,Trophozoite,1.0,1552,3526,1683,3646,images/id_hp91msxiz1.jpg,0
id_5bvosl2pau.jpg,Trophozoite,1.0,1836,1434,1933,1526,images/id_5bvosl2pau.jpg,0
id_m73mz74z8l.jpg,Trophozoite,1.0,641,1457,686,1497,images/id_m73mz74z8l.jpg,0
id_9pbj5r74nc.jpg,Trophozoite,1.0,244,630,270,655,images/id_9pbj5r74nc.jpg,0
id_3p4w3wcgyz.jpg,Trophozoite,1.0,0,246,153,388,images/id_3p4w3wcgyz.jpg,0
id_kr733n1tsu.jpg,Trophozoite,1.0,585,984,619,1020,images/id_kr733n1tsu.jpg,0
id_d7gkp4j3jr.jpg,Trophozoite,1.0,1454,1726,1547,1799,images/id_d7gkp4j3jr.jpg,0
id_7yb76jlexx.jpg,Trophozoite,1.0,1612,1580,1718,1702,images/id_7yb76jlexx.jpg,0
id_q5zllac1n2.jpg,Trophozoite,1.0,1124,1154,1200,1246,images/id_q5zllac1n2.jpg,0
id_bykn68tsxt.jpg,Trophozoite,1.0,346,1235,382,1277,images/id_bykn68tsxt.jpg,0
id_vttvw22xt6.jpg,Trophozoite,1.0,392,602,422,628,images/id_vttvw22xt6.jpg,0
id_2h7p6t9oua.jpg,Trophozoite,1.0,1147,3303,1221,3377,images/id_2h7p6t9oua.jpg,0
id_bt2zp2gbmn.jpg,Trophozoite,1.0,261,426,301,458,images/id_bt2zp2gbmn.jpg,0
id_7v191des6a.jpg,Trophozoite,1.0,612,3171,721,3308,images/id_7v191des6a.jpg,0
id_vgp6tq0vsk.jpg,Trophozoite,1.0,929,2875,1038,2990,images/id_vgp6tq0vsk.jpg,0
id_ivl68a0hxd.jpg,Trophozoite,1.0,2099,1323,2192,1427,images/id_ivl68a0hxd.jpg,0
id_5htn65347z.jpg,Trophozoite,1.0,28,456,60,494,images/id_5htn65347z.jpg,0
id_gf10i90gho.jpg,Trophozoite,1.0,1720,3490,1809,3563,images/id_gf10i90gho.jpg,0
id_gz78c646yz.jpg,Trophozoite,1.0,321,1038,349,1075,images/id_gz78c646yz.jpg,0
id_i20oi7qcal.jpg,Trophozoite,1.0,723,1332,768,1362,images/id_i20oi7qcal.jpg,0
id_x8jabafqvn.jpg,Trophozoite,1.0,456,407,490,445,images/id_x8jabafqvn.jpg,0
id_g53wol4m59.jpg,Trophozoite,1.0,2390,2196,2487,2277,images/id_g53wol4m59.jpg,0
id_gf10i90gho.jpg,Trophozoite,1.0,1182,2847,1267,2900,images/id_gf10i90gho.jpg,0
id_gtyf1219br.jpg,Trophozoite,1.0,62,1387,90,1415,images/id_gtyf1219br.jpg,0
id_is6qvm3hoj.jpg,Trophozoite,1.0,204,1370,232,1398,images/id_is6qvm3hoj.jpg,0
id_tu8mibp371.jpg,Trophozoite,1.0,2454,1902,2569,2000,images/id_tu8mibp371.jpg,0
id_n5talfnmmk.jpg,Trophozoite,1.0,583,424,615,458,images/id_n5talfnmmk.jpg,0
id_m3nl2z99tk.jpg,Trophozoite,1.0,632,624,668,660,images/id_m3nl2z99tk.jpg,0
id_ktdlh7cwmo.jpg,Trophozoite,1.0,361,692,408,739,images/id_ktdlh7cwmo.jpg,0
id_k31xcsf57u.jpg,Trophozoite,1.0,1561,2272,1644,2340,images/id_k31xcsf57u.jpg,0
id_624x39bg9o.jpg,Trophozoite,1.0,242,2373,332,2457,images/id_624x39bg9o.jpg,0
id_fhhizjazmr.jpg,Trophozoite,1.0,814,433,841,462,images/id_fhhizjazmr.jpg,0
id_6nolb218pj.jpg,Trophozoite,1.0,1115,623,1213,708,images/id_6nolb218pj.jpg,0
id_wgvmmkfg6y.jpg,Trophozoite,1.0,681,1121,714,1158,images/id_wgvmmkfg6y.jpg,0
id_44qx8w0k1s.jpg,Trophozoite,1.0,794,849,824,885,images/id_44qx8w0k1s.jpg,0
id_a2xgyegvl4.jpg,Trophozoite,1.0,1542,3373,1668,3493,images/id_a2xgyegvl4.jpg,0
